Run	SubRun	Entry	EV	GTID	OWLHits	NHits	Clock50MHz	DeltaT(s)
301236	10	144827	0	14408868	0	3901	3046640540057	216.131
301236	12	191853	0	15723548	0	3059	3072652945373	520.248
301236	12	450840	0	15982539	0	4857	3077767990933	102.301
301236	13	259887	0	16425275	0	3590	3086513835521	174.917
301236	14	29269	0	116648	0	3190	3094513765509	159.999
301237	0	314747	0	631358	0	3125	3104707127803	203.867
301237	1	370656	0	1328349	1	4901	3117571424890	257.286
301237	3	223631	0	2448556	0	4006	3139743457177	443.441
301237	4	4436	0	2863249	0	3308	3147951999332	164.171
301237	4	348975	0	3207793	0	4888	3154781647030	136.593
301237	5	135553	0	3627982	0	3035	3163104916159	166.465
301237	5	430259	0	3922692	0	3964	3168949243996	116.887
301237	7	147993	0	4907711	0	5164	3188468496209	390.385
301237	10	75760	0	6736749	0	4381	3224658922487	723.809
301237	10	447170	0	7108165	0	5701	3232016650741	147.155
301237	11	329263	0	7623895	0	4086	3242203280369	203.733
301237	12	208229	0	8136417	0	3575	3252360441023	203.143
301238	0	241799	0	9698986	0	4318	3283312241384	619.036
301238	0	500975	0	9958166	0	4877	3288417226971	102.1
301238	0	556110	0	10013302	0	5351	3289508313700	21.8217
301238	1	293972	0	10384261	0	3856	3296849157631	146.817
301238	2	581759	0	11305821	39	8314	3315042617790	363.869
301238	3	424241	0	11782100	0	3439	3324463372507	188.415
301238	4	279490	0	12271702	0	4252	3334161685879	193.966
301238	5	149722	0	12776341	0	5882	3344188646998	200.539
301238	5	274863	0	12901484	0	3107	3346685263135	49.9323
301238	6	217230	0	13477808	0	4231	3358095299654	228.201
301238	8	23161	0	14550753	0	5997	3379292694518	423.948
301238	9	83259	0	15244787	0	4141	3393029542736	274.737
301238	9	533604	0	15695139	0	3073	3401980055014	179.01
301238	10	35097	0	15830597	0	3427	3404653633492	53.4716
301238	12	222923	0	574585	24	8291	3433435670211	575.641
301238	13	66858	0	1052160	21	8210	3442891738103	189.121
301238	14	65	0	1619080	0	5537	3454091322624	223.992
301239	0	236525	0	2083186	0	4326	3463245999182	183.094
301239	1	504284	0	2984698	0	5036	3481090754421	356.895
301239	1	598561	0	3078976	0	3702	3482950079420	37.1865
301239	3	362181	0	4110404	0	4600	3503345780123	407.914
301239	5	530964	0	5546870	1	4835	3531752109758	568.127
301239	6	113619	0	5763389	0	3736	3536035063737	85.6591
301239	6	512057	0	6161834	0	3064	3543909671303	157.492
301239	7	420340	0	6703793	0	4326	3554630488466	214.416
301239	8	230098	0	7150685	0	3706	3562530921206	158.009
301239	11	379899	0	9208164	0	3915	3603211930320	813.62
301239	12	360731	0	9823309	0	3055	3615380854211	243.378
301239	12	556598	0	10019179	0	3768	3619275973833	77.9024
301239	13	18244	0	10114998	0	5427	3621173852526	37.9576
301239	13	539281	0	10636043	0	3443	3631465036296	205.824
301239	14	155984	0	10887043	0	3385	3636419571480	99.0907
301240	2	187247	0	12454406	0	4764	3667464785900	620.904
301240	4	153481	0	13689068	0	4241	3691897270873	488.65
301240	4	204215	0	13739803	0	3421	3692904321001	20.141
301240	5	85470	0	14255208	0	4487	3703115598782	204.226
301240	5	411670	0	14581413	0	4107	3709590663603	129.501
301240	6	529877	0	15333768	0	3453	3724496080654	298.108
301240	6	628146	0	15432039	0	3146	3726432687222	38.7321
301240	7	522611	0	15960014	0	3594	3736849973877	208.346
301240	8	248684	0	16320581	22	8319	3743977469444	142.55
301240	9	354241	0	348170	0	5566	3758573586338	291.922
301240	10	56098	0	683944	11	8248	3765183995906	132.208
301240	10	138229	0	766076	0	4045	3766805017189	32.4204
301240	10	203619	0	831467	0	3720	3768094061364	25.7809
301240	10	535005	0	1162858	0	4636	3774656176140	131.242
301240	12	193894	0	2088881	0	5801	3792978396933	366.444
301240	13	230645	0	2759365	0	4455	3806240981203	265.252
301240	14	180787	0	3343099	0	3774	3817801213581	231.205
301241	0	387248	0	3775077	0	3403	3826361805621	171.212
301241	1	556002	0	4577093	0	4272	3842226142527	317.287
301241	1	614085	0	4635177	0	3364	3843367948420	22.8361
301241	3	492986	0	5781667	0	3674	3866046180379	453.565
301241	4	415391	0	6337617	0	3430	3877012839731	219.333
301241	4	540175	0	6462403	0	3862	3879478552570	49.3143
301241	6	256371	0	7445723	0	3173	3898934839764	389.126
301241	7	167606	0	7990666	28	8354	3909729970694	215.903
301241	7	431827	0	8254891	0	3614	3914941522693	104.231
301241	7	597156	0	8420223	0	4723	3918205693440	65.2834
301241	8	406248	0	8862914	0	3929	3926976642283	175.419
301241	9	130546	0	9220828	24	8240	3934050127797	141.47
301241	9	505796	0	9596084	0	3812	3941448520149	147.968
301241	11	539682	0	10897015	21	3174	3967180952773	514.649
301241	12	173699	0	11165053	0	4937	3972474254188	105.866
301241	13	158137	0	11783665	0	4335	3984723165035	244.978
301241	13	555923	0	12181457	0	3953	3992580549829	157.148
301241	14	112228	0	12371206	0	3517	3996336887435	75.1268
301242	0	555096	0	13048751	0	3046	4009310297439	259.468
301242	1	288586	0	13423089	0	3986	4016189230037	137.579
301242	1	566052	0	13700560	0	3094	4021674206374	109.7
301242	2	226069	0	13994366	0	3889	4027483909790	116.194
301242	3	400093	0	14802097	0	3116	4043442718844	319.176
301242	4	239910	0	15275810	0	3806	4052807207038	187.29
301242	5	208450	0	15878261	0	3541	4064691540745	237.687
301242	6	112321	0	16415919	17	3293	4075338155778	212.932
301242	7	299904	0	525583	0	4390	4091533800694	323.913
301242	9	594726	0	2087807	0	5492	4122457385227	618.472
301242	11	219608	0	2979764	0	4518	4140137074722	353.594
301242	14	233009	0	4894110	0	5291	4178007040958	757.399
301246	0	13058	0	13058	1	3796	4400481161860	4449.48
301246	0	502997	0	503004	18	8396	4410143070676	193.238
301246	1	50577	0	683267	1	3220	4413713400121	71.4066
301246	1	455138	0	1087834	0	4142	4421729556484	160.323
301246	2	602325	0	1868393	0	3687	4437133835594	308.086
301246	3	390070	0	2289681	0	4084	4445456429615	166.452
301246	4	250043	0	2782811	0	3346	4455241620592	195.704
301246	4	436852	0	2969623	0	5797	4458726350554	69.6946
301246	4	520994	0	3053766	0	3260	4459945646428	24.3859
301246	5	108824	0	3282470	0	3543	4464162480169	84.3367
301246	9	38680	0	5746647	0	4294	4512960587809	975.962
301246	10	60991	0	6402438	18	8222	4525935723277	259.503
301246	11	609108	0	7584270	0	3084	4549348813115	468.262
301246	12	619722	0	8228945	0	5904	4562128136559	255.586
301246	13	350886	0	8593632	0	4629	4569321502760	143.867
301246	13	455067	0	8697814	18	3378	4571397428727	41.5185
301247	0	22843	0	9168486	0	4947	4580741422469	186.88
301247	1	433989	0	10212838	1	4775	4601385872943	412.889
301247	2	223292	0	10635861	0	3266	4609764209314	167.567
301247	2	387320	0	10799891	0	3332	4612999942367	64.7147
301247	4	155394	0	11835416	0	4809	4633475801830	409.517
301247	6	60668	0	13008258	0	3462	4656704295347	464.57
301247	7	155497	0	13737338	15	4433	4671134645460	288.607
301247	7	425134	0	14006979	1	4433	4676488634368	107.08
301247	8	206709	0	14422343	0	3148	4684698084536	164.189
301247	8	593089	0	14808728	32	3813	4692350972865	153.058
301247	10	26994	0	15508353	0	5844	4706202453567	277.03
301247	10	446726	0	15928092	89	8494	4714490890868	165.769
301247	11	234138	0	16342588	0	4863	4722686550506	163.913
301247	12	254135	0	285326	17	3515	4735638258453	259.034
301247	12	349445	0	380637	0	4617	4737528038562	37.7956
301247	13	12572	0	677621	0	3565	4743401824039	117.476
301247	13	112842	0	777892	0	5357	4745391988263	39.8033
301248	1	513705	0	2680604	0	3886	4783016771942	752.496
301248	2	169366	0	2970200	0	3221	4788744957079	114.564
301248	4	221568	0	4290264	0	4250	4814883625653	522.773
301248	4	288859	0	4357556	0	6343	4816213098394	26.5895
301248	4	629905	0	4698607	1	8164	4822943239214	134.603
301248	6	73668	0	5409401	0	4026	4836995942433	281.054
301248	6	424436	0	5760174	0	3390	4843922538810	138.532
301248	7	90619	0	6060196	85	8513	4849858022519	118.71
301248	8	474668	0	7077159	88	8520	4869958626177	402.012
301248	10	555910	0	8424970	19	8278	4896638701447	533.602
301248	12	300243	0	9444382	0	5964	4915871638963	384.659
301248	13	228964	0	10006442	0	5557	4927002789121	222.623
301249	1	25332	0	11343057	0	3925	4953448264354	528.91
301249	1	194508	0	11512235	0	3187	4956798463250	67.004
301249	2	492128	0	12444449	0	3434	4975219616030	368.423
301249	5	133025	0	13988724	18	8059	5005697095853	609.55
301249	5	559735	0	14415440	89	8511	5014128952843	168.637
301249	6	48520	0	14537621	28	8339	5016553446445	48.4899
301249	8	365574	0	16121920	0	6701	5047904362933	627.018
301249	9	152778	0	16542819	0	6008	5056244562811	166.804
301249	9	616332	0	294698	0	5631	5065439744838	183.904
301249	12	69967	0	1650334	0	6478	5092265661729	536.518
301249	13	415712	0	2629924	0	5940	5111683192703	388.351
301249	14	224461	0	3072488	1	4736	5120432972516	174.996
301250	0	437759	0	3512066	0	4797	5129124069123	173.822
301250	2	587767	0	4929171	0	4066	5157221755334	561.954
301250	4	593994	0	6203445	0	6302	5182414082795	503.847
301250	5	338669	0	6582343	0	3742	5189938423741	150.487
301250	9	225698	0	9007348	0	6918	5237970754388	960.647
301250	10	120292	0	9535774	0	5609	5248432858833	209.242
301250	10	627302	0	10042792	0	4189	5258463937073	200.622
301250	11	218142	0	10267430	0	3501	5262916118085	89.0436
301250	13	385392	0	11702793	1	5008	5291264843738	566.975
301251	1	409377	0	13215264	0	3744	5321185277303	598.409
301251	2	108242	0	13547871	0	5438	5327780305967	131.901
301251	3	402124	0	14475768	0	3768	5346192960283	368.253
301251	3	602750	0	14676397	13	8309	5350178282785	79.7065
301251	4	352133	0	15059578	0	3056	5357739935666	151.233
301251	4	473505	0	15180952	0	5038	5359578038793	36.7621
301251	5	597810	0	15946924	0	3776	5374320830849	294.856
301251	7	193779	0	99384	0	5567	5391398494263	341.553
301251	8	60306	0	600454	0	3917	5401318739857	198.405
301251	13	183256	0	3893567	0	4286	5466446178364	1302.55
301252	0	136881	0	4744433	0	6693	5483302288498	337.122
301252	0	470773	0	5078330	0	5349	5489906123264	132.077
301252	1	483025	0	5724063	0	4647	5502704541583	255.968
301252	2	398568	0	6273545	0	4416	5513588099014	217.671
301252	2	461849	0	6336827	14	3311	5514848538536	25.2088
301252	4	28860	0	7171307	0	4446	5531376190978	330.553
301252	4	182549	0	7324998	0	5347	5534413501833	60.7462
301252	4	432107	0	7574560	0	5420	5539332421633	98.3784
301252	4	510812	0	7653266	0	3821	5540886641908	31.0844
301252	5	161680	0	7937840	0	3924	5546493516351	112.137
301252	5	612411	0	8388577	0	5316	5555420383209	178.537
301252	6	80996	0	8491052	0	3111	5557445136982	40.4951
301252	6	495102	0	8905164	20	3473	5565674398374	164.585
301252	6	624084	0	9034148	0	3520	5568220858642	50.9292
301252	7	100413	0	9144352	0	3120	5570405622215	43.6953
301252	8	155657	0	9833722	0	3049	5584041942164	272.726
301252	8	242850	0	9920916	0	3496	5585780077071	34.7627
301252	8	349387	0	10027455	0	5018	5587906817813	42.5348
301252	8	414502	0	10092571	18	8267	5589200494912	25.8735
301252	9	571639	0	10883695	2	3705	5604824181472	312.474
301252	10	25940	0	10972212	0	4237	5606566992125	34.8562
301252	10	459072	0	11405350	0	3278	5615097367484	170.608
301252	11	235309	0	11815786	0	3377	5623242610505	162.905
301252	12	470076	0	12684786	24	4179	5640449489434	344.138
301252	13	500739	0	13349637	0	3531	5653629016100	263.591
301253	0	247278	0	13949873	15	3353	5665539930920	238.218
301253	2	229037	0	15198581	0	5740	5690208947741	493.38
301253	2	534753	0	15504302	0	3088	5696260010943	121.021
301253	3	221754	0	15825301	0	3120	5702636146227	127.523
301253	3	428904	0	16032454	0	6400	5706742977652	82.1366
301253	5	126893	0	286714	20	8322	5725792662938	380.994
301253	6	156071	0	949605	0	3551	5738921073282	262.568
301253	7	522104	0	1949280	0	4720	5758723328828	396.045
301253	8	236403	0	2297362	0	3906	5765603785427	137.609
301253	9	301376	0	2995970	1	3975	5779426289030	276.45
301253	10	6817	0	3335190	0	3096	5786137503240	134.224
301253	10	383525	0	3711904	0	3685	5793560801620	148.466
301253	11	293641	0	4255507	0	3136	5804324711314	215.278
301253	11	625403	0	4587274	0	5415	5810125227623	116.01
301253	12	128099	0	4731574	0	3012	5812775923627	53.0139
301253	13	281182	0	5517997	0	3341	5828347527656	311.432
301253	14	145460	0	6015986	0	3547	5838189471078	196.839
301254	0	58348	0	6200496	0	3278	5841838090072	72.9724
301254	0	550529	0	6692684	0	3098	5851612799486	195.494
301254	1	148494	0	6923792	16	8297	5856181694383	91.3779
301254	1	268176	0	7043476	0	3403	5858541862060	47.2034
301254	2	77452	0	7486689	0	3451	5867319717649	175.557
301254	2	625694	0	8034939	0	3593	5878180447037	217.215
301254	4	272124	0	8950371	1	3813	5896293430323	362.26
301254	5	42034	0	9354090	0	3208	5904295454546	160.04
301254	5	496483	0	9808546	0	3080	5913288209221	179.855
301254	6	159777	0	10105898	0	4766	5919155778192	117.351
301254	6	493671	0	10439797	0	3248	5925768284081	132.25
301254	7	558126	0	11138542	0	3193	5939571320716	276.061
301254	8	379180	0	11593620	0	4152	5948595170607	180.477
301254	8	601343	0	11815787	0	3098	5952984790891	87.7924
301254	9	617476	0	12466101	0	3215	5965799672030	256.298
301254	10	547501	0	13030001	0	4630	5976983816402	223.683
301254	12	351929	0	14101775	0	4764	5998162178596	423.567
301254	13	588388	0	14972216	0	3050	6015369498582	344.146
301255	0	260761	0	15504734	0	4592	6025909218002	210.794
301255	0	385315	0	15629290	0	3610	6028385368784	49.523
301255	0	517096	0	15761073	22	3270	6030985069164	51.994
301255	2	304921	0	104227	0	3387	6051896438396	418.227
301255	3	72018	0	505372	0	3534	6059816132621	158.394
301255	3	462385	0	895745	0	3427	6067559790633	154.873
301255	5	241952	0	1943995	1	3785	6088326348350	415.331
301255	5	319934	0	2021978	0	3656	6089870854058	30.8901
301255	6	424677	0	2760537	26	8389	6104575241546	294.088
301255	6	628328	0	2964191	0	3711	6108604949922	80.5942
301255	8	153584	0	3758169	0	4311	6124351764704	314.936
301255	9	104377	0	4342908	24	3904	6135924545050	231.456
301255	11	8453	0	5512628	0	6495	6159050667757	462.522
301255	11	588159	0	6092342	0	4163	6170537011033	229.727
301255	13	92830	0	6864962	79	8168	6185787770346	305.015
301255	14	164497	0	7570745	0	3422	6199764863276	279.542
301256	1	362884	0	8618524	1	5076	6220485026182	414.403
301256	3	352748	0	9878222	0	7212	6245388793588	498.075
301256	3	486111	0	10011587	22	3968	6248038830061	53.0007
301256	3	565123	0	10090600	0	3947	6249596766160	31.1587
301256	4	504647	0	10664910	0	6134	6260193184341	211.928
301256	5	22083	0	10824247	0	3501	6263174177121	59.6199
301256	5	227117	0	11029284	0	4144	6267245539928	81.4273
301256	6	139220	0	11575483	0	4947	6278074642932	216.582
301256	6	389148	0	11825415	0	3236	6283024879234	99.0047
301256	7	201857	0	12272367	0	3821	6291842413069	176.351
301256	7	355149	0	12425661	0	4518	6294872967618	60.6111
301256	8	587802	0	13292055	0	3295	6312020656394	342.954
301256	9	113308	0	13451778	0	4998	6315188886689	63.3646
301256	10	39684	0	14012686	0	3228	6326291303428	222.048
301256	10	92766	0	14065769	0	3090	6327344588778	21.0657
301256	10	624555	0	14597566	0	4262	6337855445919	210.217
301256	12	120046	0	15361405	0	3948	6352956791282	302.027
301256	12	500400	0	15741765	0	3032	6360517116278	151.206
301256	13	267318	0	16142944	0	3808	6368452019904	158.698
301256	13	563627	0	16439257	0	3248	6374303431549	117.028
301257	0	82555	0	142319	0	3500	6382483227635	163.596
301257	0	294146	0	353913	0	4308	6386676205917	83.8596
301257	1	510365	0	1203825	0	3010	6403475421158	335.984
301257	2	599298	0	1927061	0	4161	6417778798529	286.068
301257	3	199145	0	2161073	27	8110	6422426169866	92.9474
301257	3	559969	0	2521903	26	8302	6429554497139	142.567
301257	5	28350	0	3258142	0	4504	6444103193472	290.974
301257	6	21935	0	3885740	0	3406	6456517722016	248.291
301257	7	267998	0	4765912	0	3393	6473912200285	347.89
301257	8	416206	0	5548317	0	5028	6489397949301	309.715
301257	10	329406	0	6730209	0	4489	6512756188656	467.165
301257	12	53377	0	7722423	0	5873	6532429007632	393.456
301257	12	391136	0	8060187	0	3771	6539134389829	134.108
301258	0	123156	0	9285101	0	4502	6563366804250	484.648
301258	0	383969	0	9545918	0	3697	6568522381973	103.112
301258	2	115546	0	10544533	1	3440	6588290837527	395.369
301258	3	82951	0	11146120	0	3692	6600203383719	238.251
301258	3	534116	0	11597291	0	3013	6609134738485	178.627
301258	5	3496	0	12334898	0	3242	6623748494461	292.275
301258	6	366452	0	13331924	0	3939	6643482840389	394.687
301258	9	122298	0	14990417	0	3766	6676317563949	656.694
301258	9	354647	0	15222770	0	4064	6680923171967	92.1122
301258	12	174261	0	239745	0	3777	6714459336913	670.723
301259	0	436323	0	2018558	0	4627	6749586390661	702.541
301259	1	590283	0	2805434	0	5240	6765124730366	310.767
301259	2	205921	0	3055139	29	3694	6770048683147	98.4791
301259	4	270079	0	4387918	13	8354	6796417989077	527.386
301259	4	419712	0	4537554	0	4952	6799375110105	59.1424
301259	7	7629	0	6026924	0	3933	6828797054885	588.439
301259	7	505571	0	6524874	21	8339	6838632583845	196.711
301259	10	90598	0	8012554	0	4243	6868096598237	589.28
301259	10	286469	0	8208428	0	4616	6871988002417	77.8281
301259	11	252600	0	8808354	23	3707	6883912430471	238.489
301259	11	485660	0	9041417	0	3520	6888517088370	92.0932
301260	0	75270	0	10759043	2	5509	6922522853917	680.115
301260	2	521369	0	12472812	0	4905	6956443811969	678.419
301260	3	256446	0	12841638	0	4930	6963716964182	145.463
301260	5	52289	0	13905708	0	3451	6984758138872	420.823
301260	8	90868	0	15847200	0	3973	7023233564766	769.509
301260	11	315667	0	1262150	0	4793	7065339798730	842.125
301260	11	507860	0	1454346	0	7879	7069150266030	76.2093
301260	13	139975	0	2354711	0	4198	7086957004223	356.135
301261	0	305238	0	3373914	0	3422	7107133002755	403.52
301261	1	289741	0	3991565	0	5021	7119329336710	243.927
301261	1	368806	0	4070632	22	8254	7120885085956	31.115
301261	4	110766	0	5714605	12	3461	7153444942020	651.197
301261	4	421204	0	6025047	0	4165	7159155380544	114.209
301261	5	92616	0	6337851	0	4270	7164803349094	112.959
301261	5	546240	0	6791481	27	8275	7173780764323	179.548
301261	6	573994	0	7453516	0	4214	7186893924177	262.263
301261	9	309196	0	9089882	19	8364	7219224783689	646.617
301261	9	422423	0	9203111	18	3148	7221460097827	44.7063
301261	11	346160	0	10394067	0	4854	7245050967141	471.817
301261	11	546349	0	10594259	0	5563	7249020448959	79.3896
301261	12	246666	0	10928470	0	3252	7255620641818	132.004
301261	12	298212	0	10980017	0	3823	7256635498205	20.2971
301262	0	129936	0	12348472	0	5850	7283703335365	541.357
301262	1	312395	0	13164432	17	8160	7299853534292	323.004
301262	2	108824	0	13594716	0	5179	7308375133142	170.432
301262	3	376091	0	14495339	35	8314	7326195172468	356.401
301262	5	18899	0	15406259	1	5896	7344180085732	359.698
301262	6	94891	0	16115880	20	8227	7358247754912	281.353
301262	6	516211	0	16537207	0	3522	7366570755008	166.46
301262	7	191802	0	134661	0	5057	7372672716130	122.039
301262	8	20754	0	597126	24	8078	7381831998930	183.186
301262	8	526430	0	1102809	0	5561	7391807397735	199.508
301262	10	148161	0	1992547	0	4391	7409363043664	351.113
301262	10	551657	0	2396049	25	8336	7417346845704	159.676
301262	12	60092	0	3172816	0	3618	7432709476007	307.253
301262	12	407055	0	3519784	0	5002	7439557639944	136.963
301262	12	515989	0	3628720	0	5152	7441723289312	43.313
301263	0	257463	0	4872426	0	4920	7466275251615	491.039
301263	2	291585	0	6173012	0	4737	7492000700582	514.509
301263	3	592343	0	7107665	0	3208	7510477890371	369.544
301263	4	188217	0	7337296	20	4906	7515005277430	90.5477
301263	6	139090	0	8554999	0	4998	7539090802984	481.711
301263	6	544225	0	8960140	0	5807	7547117262848	160.529
301263	8	143548	0	9826845	0	4647	7564274660364	343.148
301263	10	110602	0	11061222	1	3133	7588679051779	488.088
301263	10	242202	0	11192824	0	4748	7591277759019	51.9741
301263	10	560923	0	11511550	0	4284	7597582512791	126.095
301263	12	58686	0	12283481	1	4614	7611903115414	286.412
301263	12	552890	0	12777692	0	4191	7621662744723	195.193
301263	13	95456	0	12953539	23	8117	7625152153696	69.7882
301263	14	98923	0	13590204	0	6516	7637732944676	251.616
301264	0	101404	0	13869392	5	3923	7643256007654	110.461
301264	0	571962	0	14339957	0	3481	7652562784309	186.136
301264	1	327161	0	14727985	20	8321	7660236883402	153.482
301264	1	603102	0	15003930	0	4118	7665693720849	109.137
301264	3	86133	0	15753291	0	3006	7680481032947	295.746
301264	3	271561	0	15938722	21	8358	7684117360071	72.7265
301264	4	28373	0	16328642	0	4377	7691827359993	154.2
301264	5	2340	0	224336	1	3187	7703861598349	240.685
301264	5	559884	0	781888	0	4788	7714912333702	221.015
301264	5	629737	0	851742	14	8109	7716294833185	27.65
301264	6	583781	0	1438926	0	4517	7727889120037	231.886
301264	8	160398	0	2282804	13	8335	7744602350894	334.265
301264	8	269703	0	2392111	0	4184	7746765656186	43.2661
301264	8	343811	0	2466220	18	8425	7748229470759	29.2763
301264	9	305427	0	3060738	0	3808	7759971607257	234.843
301264	10	156391	0	3544732	0	3815	7769539675503	191.361
301264	11	377101	0	4398791	0	4330	7786427545439	337.757
301264	12	188075	0	4843223	16	8297	7795221998242	175.889
301264	13	277753	0	5566202	0	3399	7809512913201	285.818
301264	13	474554	0	5763006	0	4653	7813421776914	78.1773
301265	1	230691	0	7026646	1	4612	7838361984639	498.804
301265	1	471679	0	7267637	0	5219	7843133808472	95.4365
301265	1	600394	0	7396354	1	3070	7845662092175	50.5657
301265	2	75960	0	7505454	0	3135	7847817554999	43.1093
301265	2	572465	0	8001967	0	3261	7857638852498	196.426
301265	3	435082	0	8497963	0	3012	7867460165426	196.426
301265	3	556870	0	8619753	0	4267	7869862331207	48.0433
301265	5	125360	0	9455019	0	3589	7886346123752	329.676
301265	6	233994	0	10197078	0	3771	7900997860810	293.035
301265	7	230555	0	10826688	0	3911	7913452890389	249.101
301265	8	68237	0	11297691	0	3668	7922776763442	186.477
301265	8	304893	0	11534351	0	4055	7927451871126	93.5022
301265	10	427361	0	12923186	0	4903	7954916406916	549.291
301265	12	176535	0	13938804	0	4265	7974997474789	401.621
301265	13	469876	0	14865327	1	4124	7993333873095	366.728
301265	13	595420	0	14990873	0	4155	7995791504980	49.1526
301266	1	358797	0	16264199	0	4291	8020969925111	503.568
301266	2	318352	0	145156	0	4144	8032698711820	234.576
301266	3	10003	0	470374	0	4308	8039126912519	128.564
301266	4	17628	0	1111168	0	4145	8051790839668	253.279
301266	5	226439	0	1960860	0	3341	8067615523838	316.494
301266	5	444352	0	2178777	0	3009	8071919397967	86.0775
301266	5	555062	0	2289488	0	4360	8074103513892	43.6823
301266	7	37162	0	3039191	1	4910	8088935743757	296.645
301266	7	248452	0	3250484	1	3263	8093103336442	83.3519
301266	7	600549	0	3602586	0	4481	8100091349188	139.76
301266	8	419351	0	4054645	0	3400	8109018947301	178.552
301266	9	341153	0	4609799	0	3247	8120004660163	219.714
301266	10	565018	0	5466932	0	3845	8136927742955	338.462
301266	11	669	0	5535813	0	4620	8138300995586	27.4651
301266	12	101586	0	6269949	0	5147	8152800890290	289.998
301266	12	605646	0	6774017	0	4218	8162782105571	199.624
301266	13	535967	0	7337403	0	3404	8173919336636	222.745
301267	1	548364	0	8897207	15	8230	8204805988926	617.733
301267	1	630886	0	8979731	0	3065	8206456681205	33.0138
301267	2	553728	0	9535794	1	4869	8217426437970	219.395
301267	3	515865	0	10131169	0	3692	8229215043395	235.772
301267	6	478709	0	11994548	0	6768	8266032529284	736.35
301267	7	289204	0	12438454	0	4889	8274851445398	176.378
301267	7	441962	0	12591215	0	3002	8277892508987	60.8213
301267	8	148261	0	12930741	0	3973	8284610699061	134.364
301267	8	282468	0	13064950	1	6739	8287256490583	52.9158
301267	9	263475	0	13679123	27	8356	8299410596235	243.082
301267	9	618119	0	14033773	0	3824	8306426078676	140.31
301267	10	197402	0	14246095	0	5676	8310642726291	84.333
301267	12	241055	0	15556107	0	3681	8336533942096	517.824
301267	13	446819	0	16395049	1	4623	8353089033145	331.102
301268	0	370300	0	476338	0	5960	8368790896229	314.037
301268	2	416684	0	1788493	0	5526	8394734169255	518.865
301268	4	41951	0	2680016	0	5117	8412421252177	353.742
301268	4	402367	0	3040438	0	3264	8419566971994	142.914
301268	5	149359	0	3420746	0	5801	8427095392037	150.568
301268	7	579887	0	5117868	0	6326	8460641058753	670.913
301268	9	442686	0	6247125	0	5234	8483016627422	447.511
301268	10	295951	0	6733773	0	4217	8492641968397	192.507
301268	10	409901	0	6847724	0	5506	8494879912150	44.7589
301268	11	100096	0	7171255	0	5000	8501297353616	128.349
301268	12	520084	0	8231764	0	4671	8521244535197	398.944
301269	0	558157	0	9814606	0	4967	8552584221912	626.794
301269	1	494827	0	10384138	18	3776	8563897450549	226.265
301269	1	550244	0	10439556	0	6165	8564993835903	21.9277
301269	2	402023	0	10924783	0	4373	8574603763717	192.199
301269	2	453083	0	10975844	0	4012	8575614975650	20.2242
301269	4	416848	0	12206164	0	5215	8599915854698	486.018
301269	4	515895	0	12305212	0	4596	8601866108224	39.0051
301269	6	374043	0	13429183	0	4680	8624078671234	444.251
301269	8	310461	0	14632153	0	4527	8647932668852	477.08
301269	8	385686	0	14707379	0	3600	8649428226929	29.9112
301269	9	178667	0	15133657	1	4948	8657842997651	168.295
301269	10	449963	0	16038164	0	4738	8675706564682	357.271
301269	12	106624	0	249778	0	3617	8693951384573	364.896
301269	12	399839	0	542998	26	8302	8699754856248	116.069
301269	12	589869	0	733031	0	5221	8703504470109	74.9923
301270	0	625199	0	2274347	0	3236	8733930207652	608.515
301270	1	57861	0	2339748	0	5454	8735228901151	25.9739
301270	1	469858	0	2751751	18	8104	8743404717106	163.516
301270	2	287333	0	3202488	0	4379	8752314096456	178.188
301270	2	392200	0	3307357	0	4182	8754387564470	41.4694
301270	3	606093	0	4154169	13	3633	8771148905052	335.227
301270	4	417865	0	4598998	0	4201	8779959304284	176.208
301270	4	533965	0	4715099	0	3670	8782257296125	45.9598
301270	6	118933	0	5566371	0	3775	3031147874	337.337
301270	6	418536	0	5865979	0	5351	8940464354	118.186
301270	7	176182	0	6256423	0	3229	16679794237	154.787
301270	8	337502	0	7051208	0	5345	32408041699	314.565
301270	9	17472	0	7364472	1	3833	38613005262	124.099
301270	9	136820	0	7483822	12	8089	40982884766	47.3976
301270	9	457426	0	7804433	0	4090	47289918372	126.141
301270	10	489698	0	8469891	0	3902	60429870788	262.799
301270	11	80319	0	8693959	23	8366	64869049209	88.7836
301270	11	602317	0	9215965	0	4104	75178381570	206.187
301270	12	548861	0	9795866	0	4160	86654107836	229.515
301271	0	583790	0	11336933	22	8302	117103878772	608.995
301271	1	85045	0	11470785	1	4718	119755165509	53.0257
301271	2	43764	0	12063211	0	5165	131464110537	234.179
301271	2	173273	0	12192722	0	4202	134028711168	51.292
301271	2	471844	0	12491297	0	3103	139940742176	118.241
301271	2	595619	0	12615074	0	4617	142389589890	48.977
301271	4	35077	0	13321862	0	4971	156358004023	279.368
301271	5	428669	0	14356777	0	4757	175850787395	389.856
301271	6	360241	0	14921688	0	3167	187008417108	223.153
301271	7	253303	0	15448060	0	6364	197429987153	208.431
301271	8	109048	0	15937092	0	4306	207085398545	193.108
301271	9	285841	0	35279	15	8306	223092502924	320.142
301271	9	336602	0	86041	0	3408	224101035048	20.1706
301271	10	205964	0	588806	0	4426	234036472180	198.709
301271	12	139302	0	1789257	0	5040	257770325617	474.677
