Run	SubRun	Prompt Entry	Prompt EV	Prompt GTID	Prompt Energy	Prompt Radius	Prompt OWLHits	Prompt NHits	Prompt 50MHz	Delayed Entry	Delayed EV	Delayed GTID	Delayed Energy	Delayed Radius	Delayed OWLHits	Delayed NHits	Delayed 50MHz	Delta T(ms)	Delta R(m)
306823	0	286038	0	311027	0.950074	5584.53	0	252	4647953987693	286048	0	311037	2.24159	5395.8	0	600	4647954067696	1.60006	1559.37
307191	0	520745	0	15357177	1.26099	3850.35	0	335	505553648734	520747	0	15357179	2.14032	3907.13	0	528	505553652875	0.08282	266.118
307210	0	317926	0	13146082	2.13718	2495.73	0	573	3694501754782	317931	0	13146087	2.01433	2843.76	1	538	3694501769010	0.28456	610.474
307315	0	9791	0	10764972	2.88535	5077.01	0	761	3916024496976	9793	0	10764974	2.38962	5276.76	0	628	3916024522553	0.51154	402.085
307455	0	330551	0	14047256	2.9113	4263.01	0	754	1144998935884	330553	0	14047258	2.24234	4693.34	0	590	1144998940122	0.08476	496.252
307468	0	58874	0	3953659	3.51368	4774.19	0	954	3455580409367	58876	0	3953661	2.15789	4552.38	0	607	3455580409717	0.007	658.188
307580	0	528305	0	6423278	4.08631	5606.12	0	778	3534770418830	528308	0	6423281	2.31418	5593.09	0	469	3534770419328	0.00996	190.38
307604	0	265979	0	4791488	2.13724	4023.66	0	555	7014593688609	265981	0	4791490	2.11901	4367.38	0	560	7014593688881	0.00544	535.596
307982	5	87384	0	11426723	2.7546	4685.2	0	806	7406066612218	87387	0	11426726	2.1253	4659.33	0	621	7406066619102	0.13768	132.927
308131	14	240898	0	3046897	3.48099	5115.3	0	958	3854539034731	240900	0	3046899	2.0939	5367.14	0	598	3854539035002	0.00542	321.98
308132	7	453820	0	8667209	3.89666	5205.72	0	1090	3961370321508	453822	0	8667211	2.10167	5179.3	0	641	3961370322630	0.02244	452.768
308165	9	123645	0	2666701	1.58471	4633.3	0	468	391945859791	123649	0	2666705	2.18158	4724.91	0	623	391945878364	0.37146	134.799
308174	1	460242	0	182501	1.65283	5105.97	0	458	1930554185840	460244	0	182503	2.05891	4957.38	0	552	1930554187660	0.0364	395.556
308315	7	325176	0	8070877	2.09917	5599.5	0	603	6714201392135	325180	0	8070881	2.09581	5439.64	0	617	6714201397051	0.09832	764.003
308335	1	125208	0	706747	1.32209	4629.55	0	406	7683559510113	125211	0	706750	2.33115	3948.15	0	654	7683559512735	0.05244	720.709
308368	7	503058	0	14087575	1.16488	4478.26	0	323	3411915887428	503061	0	14087578	1.85765	3641.46	0	487	3411915897015	0.19174	1980.12
308406	11	1133	0	13106488	1.00059	4833.3	0	311	989726378222	1140	0	13106495	2.07616	4521.68	0	594	989726388177	0.1991	360.691
308562	12	508738	0	14264382	2.90763	2498.44	0	741	7619649608296	508740	0	14264384	2.0075	2458	0	514	7619649619754	0.22916	123.603
308632	0	386268	0	7415327	2.24044	4779.15	0	639	1084129690626	386270	0	7415329	2.06083	4966.39	0	619	1084129712921	0.4459	363.886
308693	5	569005	0	15247845	2.96867	2876.24	0	751	893255532426	569007	0	15247847	2.13324	2444.14	0	525	893255543054	0.21256	773.252
308948	15	343410	0	7864297	2.87171	4124.39	1	776	8092595755185	343413	0	7864300	2.17641	4136.98	0	575	8092595758103	0.05836	131.168
308956	10	32491	0	11630946	1.71321	4441.18	0	448	673759141103	32493	0	11630948	2.1421	4570.7	0	556	673759158192	0.34178	142.418
