Run	SubRun	Prompt Entry	Prompt EV	Prompt GTID	Prompt Energy	Prompt Radius	Prompt OWLHits	Prompt NHits	Prompt 50MHz	Delayed Entry	Delayed EV	Delayed GTID	Delayed Energy	Delayed Radius	Delayed OWLHits	Delayed NHits	Delayed 50MHz	Delta T(ms)	Delta R(m)
301019	9	501345	0	16067343	1.37557	2754.3	1	1390	5471138757509	501352	0	16067350	1.89875	3559.51	0	1426	5471138757670	0.00322	2470.25
301019	12	20642	0	758695	1.78733	1332.02	0	1153	5498786634151	20643	0	758696	1.91005	2649.68	0	1176	5498786634174	0.00046	1640.2
301020	8	195184	0	7601629	1.57943	1770.38	0	1320	5633651057013	195192	0	7601637	2.35163	2421.96	0	1315	5633651057196	0.00366	1951.42
301020	9	477821	0	8512433	1.49573	5128.44	0	479	5651596130569	477823	0	8512435	1.9601	4900.03	0	614	5651596137260	0.13382	510.573
301026	0	480453	0	7649641	1.09769	2499.31	0	515	6620530178330	480473	0	7649661	1.92683	3200.91	0	618	6620530179791	0.02922	1021.63
301026	0	480473	0	7649661	1.92683	3200.91	0	618	6620530179791	480479	0	7649667	1.94505	4383.85	0	638	6620530189777	0.19972	1526.94
301027	6	46335	0	3424698	1.36547	1903.03	0	925	6865572953656	46343	0	3424706	1.91218	3355.77	0	962	6865572953839	0.00366	2393.74
301030	6	464427	0	14621857	1.51826	3288.34	0	1186	7414773378891	464428	0	14621858	2.13936	1314.7	0	1279	7414773378914	0.00046	2089.55
301034	5	22368	0	8228	4.53283	2539.54	0	1733	8113878409211	22369	0	8229	2.16606	954.188	0	1111	8113878409234	0.00046	2460.25
301035	9	33623	0	11716427	2.20023	364.446	0	1301	8343647558237	33624	0	11716428	2.38534	1009.45	0	1299	8343647558260	0.00046	1282.47
301038	6	576020	0	4409404	4.42444	1507.8	1	1558	61265015347	576021	0	4409405	2.40649	1660.13	0	1113	61265015370	0.00046	795.204
301044	5	376835	0	8338929	2.23243	785.288	0	1836	1125205746888	376836	0	8338930	1.99815	990.245	1	1462	1125205746911	0.00046	1055.55
301046	4	335081	0	9275563	2.85334	2219.27	0	2474	1472128441896	335090	0	9275572	2.13998	1594.33	0	1816	1472128442103	0.00414	1978
301046	4	335087	0	9275569	0.946369	1682.32	0	1502	1472128442034	335090	0	9275572	2.13998	1594.33	0	1816	1472128442103	0.00138	2155.01
301053	11	163939	0	10720398	1.60204	879.296	0	1206	2815694272694	163940	0	10720399	1.96441	2583.01	0	1279	2815694272717	0.00046	2369
301054	6	426893	0	271363	3.45484	1108.14	0	2540	2939189623710	426902	0	271372	2.42497	1211.61	0	1827	2939189623917	0.00414	1777
301054	6	426902	0	271372	2.42497	1211.61	0	1827	2939189623917	426903	0	271373	2.19836	821.292	0	1459	2939189623940	0.00046	1599.72
301054	6	439440	0	283910	1.54221	1693.02	0	548	2939436623580	439454	0	283924	1.98043	3408.85	0	599	2939436627159	0.07158	1827.98
301054	6	439448	0	283918	0.926653	2166.32	0	349	2939436623764	439454	0	283924	1.98043	3408.85	0	599	2939436627159	0.0679	2262.17
301054	6	439449	0	283919	1.02164	1946.26	0	361	2939436623786	439454	0	283924	1.98043	3408.85	0	599	2939436627159	0.06746	1863.67
301054	6	439454	0	283924	1.98043	3408.85	0	599	2939436627159	439456	0	283926	2.05919	4194.46	0	638	2939436629809	0.053	1780.58
301055	10	335613	0	11880121	1.52502	1931.81	0	1127	3166965996517	335614	0	11880122	1.87223	1579.04	0	1198	3166965996540	0.00046	2301.18
301056	10	350246	0	4311835	5.07379	1135.29	1	1813	3347302213176	350247	0	4311836	2.41972	1864.07	0	1322	3347302213199	0.00046	984.13
301056	10	350247	0	4311836	2.41972	1864.07	0	1322	3347302213199	350256	0	4311845	1.85792	1020.49	1	897	3347302213406	0.00414	1969.11
301056	10	350253	0	4311842	0.959085	1496.61	0	701	3347302213337	350256	0	4311845	1.85792	1020.49	1	897	3347302213406	0.00138	490.926
301057	4	571353	0	9903986	4.43623	3485.18	0	1773	3456622488435	571354	0	9903987	2.46466	1179.76	0	1216	3456622488458	0.00046	2313.2
301061	1	582361	0	11242008	1.38828	2004.16	1	873	4140725898258	582369	0	11242016	1.85479	1784.04	1	811	4140725898440	0.00364	605.311
301067	9	353356	0	15185501	2.19364	1164.62	0	1926	4953945565510	353357	0	15185502	1.85818	2753.57	0	1519	4953945565533	0.00046	1992.3
301070	0	2684	0	3203962	1.61936	1641.49	0	1326	5375784753541	2685	0	3203963	1.9184	1408.76	0	1332	5375784753564	0.00046	1124.78
301070	0	2685	0	3203963	1.9184	1408.76	0	1332	5375784753564	2686	0	3203964	2.37495	1713.97	0	1342	5375784753587	0.00046	416.893
301070	0	2686	0	3203964	2.37495	1713.97	0	1342	5375784753587	2687	0	3203965	1.89355	1463.17	0	1079	5375784753610	0.00046	1212.08
301071	10	528011	0	2431601	1.48361	810.118	0	1546	5689060285813	528012	0	2431602	1.95304	743.538	0	1745	5689060285836	0.00046	1393.73
301074	13	368103	0	14884776	7.04402	4049.77	0	2450	6263187781972	368105	0	14884778	2.14832	2343.52	0	994	6263187782018	0.00092	2309.52
301075	10	200810	0	5302456	1.61012	1819.22	0	1250	6403677134215	200817	0	5302463	2.07596	1381.89	1	1258	6403677134375	0.0032	1421.99
301075	10	200811	0	5302457	0.953391	3121.81	0	930	6403677134238	200817	0	5302463	2.07596	1381.89	1	1258	6403677134375	0.00274	2284.63
301075	10	200815	0	5302461	1.14049	1335.04	1	939	6403677134329	200817	0	5302463	2.07596	1381.89	1	1258	6403677134375	0.00092	1074.47
301075	10	200816	0	5302462	1.46447	2111.51	0	1082	6403677134352	200817	0	5302463	2.07596	1381.89	1	1258	6403677134375	0.00046	1734.49
301075	14	32491	0	7643898	3.32451	4226.61	0	925	6449864552299	32496	0	7643903	1.86395	4719.46	0	556	6449864573552	0.42506	998.818
301076	13	282625	0	16406068	4.57803	2353.28	1	1885	6621590514695	282626	0	16406069	2.33253	1145.99	0	1272	6621590514718	0.00046	1802.83
301077	11	213589	0	7547313	2.95926	943.287	0	1493	6776500388499	213597	0	7547321	1.90983	2009.57	0	1048	6776500388682	0.00366	1809.99
301080	0	376646	0	11541521	1.70732	5083.71	0	578	7183735251565	376648	0	11541523	2.01489	4110.42	0	632	7183735255510	0.0789	1088.17
301080	0	376648	0	11541523	2.01489	4110.42	0	632	7183735255510	376650	0	11541525	1.85944	3292.86	0	585	7183735259668	0.08316	1115.41
301080	4	428470	0	14102156	1.80597	1264.72	0	1316	7234216831034	428471	0	14102157	2.10968	1438.74	2	1315	7234216831057	0.00046	1650.84
301083	11	60821	0	12142987	1.64096	2838.64	0	1308	7853682355207	60823	0	12142989	2.29612	2126.69	0	1336	7853682355253	0.00092	1546.07
301088	2	601032	0	2672183	2.61726	3209.19	0	1609	8653243672595	601040	0	2672191	1.89045	1589.21	0	1144	8653243672779	0.00368	2400.52
301088	2	601034	0	2672185	1.02501	1631.65	0	898	8653243672641	601040	0	2672191	1.89045	1589.21	0	1144	8653243672779	0.00276	265.19
301088	2	601038	0	2672189	1.22134	1088.26	0	895	8653243672733	601040	0	2672191	1.89045	1589.21	0	1144	8653243672779	0.00092	2216.7
301088	5	28423	0	3982564	5.61164	3241.12	0	2408	8679098184537	28432	0	3982573	1.93244	2422.38	0	1309	8679098184744	0.00414	1522.43
301088	5	28425	0	3982566	1.21001	4350.37	0	1238	8679098184583	28432	0	3982573	1.93244	2422.38	0	1309	8679098184744	0.00322	2467.26
301088	5	28430	0	3982571	1.21159	1918.8	0	985	8679098184698	28432	0	3982573	1.93244	2422.38	0	1309	8679098184744	0.00092	1924.2
301092	2	247131	0	5528452	1.73279	1905.18	1	1272	570476275342	247132	0	5528453	1.99762	1027.69	1	1260	570476275365	0.00046	2269.64
301093	11	239221	0	3593231	2.04986	4766.55	0	1300	861641977420	239222	0	3593232	1.89366	2670.39	0	1065	861641977443	0.00046	2202.73
301094	8	44942	0	10661350	2.51001	1513.14	0	1400	1000111685280	44950	0	10661358	1.94629	880.594	0	1080	1000111685464	0.00368	1508.55
301094	8	44944	0	10661352	0.974413	2157.63	0	822	1000111685326	44950	0	10661358	1.94629	880.594	0	1080	1000111685464	0.00276	2476.14
301094	8	44949	0	10661357	1.31501	3215.3	0	940	1000111685441	44950	0	10661358	1.94629	880.594	0	1080	1000111685464	0.00046	2380.11
301096	13	14179	0	15373145	1.02715	3773.43	0	304	1421416162161	14181	0	15373147	2.29692	3902.62	0	665	1421416166333	0.08344	194.494
301097	9	175247	0	5485506	2.9645	1432.15	1	1800	1555928753409	175256	0	5485515	2.17877	1203.8	1	1296	1555928753616	0.00414	1893.71
